tconst,primaryTitle,startYear,genres,lead_actors_ids,runtimeMinutes,averageRating,Language,Country,numVotes,budget,BoxOffice,plot
tt0055936,Two Colonels,1963,['Comedy'],"['nm0869451', 'nm0682074', 'nm0850236', 'nm0879712', 'nm0856196']",90,7.1,Italian English,Italy,763,,,"In WWII Greece, two enemy Colonels, one Italian and the other English, develop a grudging friendship which the war will test."
tt0141459,Tumbling Doll of Flesh,1998,['Horror'],"['nm1784566', 'nm1784566', 'nm1690957', 'nm1778533']",72,3.8,Japanese,Japan,763,,,"Kana tries to end her starring role in an abusive porno. For her, the end comes only after she's been reduced to a ""Tumbling Doll of Flesh""."
tt1529666,Trek Nation,2011,['Documentary'],,88,7.2,,,763,,,"The son of the creator of ""Star Trek"" explores his father's famous creation and how it has affected people."
tt0120378,Too Late,1996,"['Drama', 'Thriller']","['nm0890495', 'nm0714287', 'nm0899517', 'nm0279233', 'nm0130022']",106,7.6,English,Canada,762,,,"Dumitru Costa, a young trainee prosecutor is entrusted with the investigation about the suspicious death of a Jiu Valley coal miner in 1990s Romania. Accident or murder?"
tt0068186,Tropic of Cancer,1972,"['Crime', 'Horror', 'Mystery']","['nm0211922', 'nm0864081', 'nm0706770', 'nm0133719', 'nm0271260']",95,5.4,English,United States,762,,,"While vacationing in Haiti, a married couple meet an old doctor friend who resides there. Dr. Williams has invented a new drug formula, and there are a few unscrupulous parties interested in acquiring it by any means necessary."
tt0075344,Trackdown,1976,"['Action', 'Drama']","['nm0593848', 'nm0261805', 'nm0134278', 'nm0449900', 'nm0736094']",98,6.1,English,United States,761,,,"A Montana rancher (Jim Mitchum) comes to Los Angeles, searching for his runaway sister (Karen Lamm), who has become entangled in a world of crime, drugs, and prostitution."
tt0037404,Tunisian Victory,1944,"['Documentary', 'War']","['nm0312890', 'nm0580565', 'nm0587061', 'nm1882711', 'nm1882711']",75,6.6,English,United Kingdom United States,761,,,Documentary made by the U.S. Army Signal Corps.
tt0083230,Too Early/Too Late,1981,['Documentary'],"['nm4087604', 'nm0759617']",100,5.4,German French Arabic,France Egypt,761,,,A sequence of shots of rural landscapes accompanied by readings of texts about the struggles of poor farmers.
tt7548114,Tri bogatyrya i printsessa Egipta,2017,"['Adventure', 'Animation', 'Family']","['nm1650390', 'nm1455618', 'nm2239528', 'nm0474565', 'nm0538710']",75,4.4,,,757,,,"The new adventures of the three heroes and, of course, the horse Yuliya!!!!. Where will the fate of the fairy tale heroes, who have fallen in love with them still go, what challenges do they have to overcome, that will help them d..."
tt9139848,Tough Guy: The Bob Probert Story,2019,"['Biography', 'Documentary', 'Sport']",,94,7.3,,,754,,,Archival footage and personal testimonials present an intimate portrait of the life and career of legendary NHL tough guy Bob Probert.
tt0140627,Tomorrow Night,1998,['Comedy'],"['nm0247243', 'nm0784262', 'nm0058178', 'nm0804443', 'nm0231236']",87,6.3,English,United States,749,0.18,,"Charles is the owner of a photo-shop. He is not too friendly and spends his evenings alone, and one day he finally decides to get a social life. He meets elderly Florence, who is tormented by her gambling husband Lester and longs ..."
tt0348225,Tomie: Re-birth,2001,['Horror'],"['nm1070494', 'nm1216915', 'nm1099171', 'nm0840486']",101,5.5,Japanese,Japan,749,,,"An art student disappears after murdering his model. Now his friends and family are being haunted by the resurrected woman, Tomie."
tt7419360,Tower. A Bright Day.,2017,"['Drama', 'Horror', 'Mystery']","['nm2539223', 'nm3524350', 'nm8617951', 'nm5798496', 'nm1293177']",106,6.1,English,United States,749,37.5,719.8,"Mula lives with her family in the country. Just before her daughter's First Holy Communion, Mula's long lost sister pays them a visit. The family believes in reconciliation, but Mula has her reasons to feel afraid of Kaja."
tt15846876,Trim Season,2023,"['Horror', 'Thriller']","['nm0233079', 'nm1346346', 'nm1020345']",100,4.5,English,United States,749,,,"A group of young people go to a remote marijuana farm where they hope to make quick cash. But, they discover the location's dark secrets and now must try to escape the mountain on which they are trapped."
tt15686024,Togo,2022,"['Crime', 'Drama', 'Thriller']","['nm11601764', 'nm1014363', 'nm13592938', 'nm1184573', 'nm1184573']",92,5.4,English,United States,745,40.0,,A car attendant who must defend his territory and the neighbors of the neighborhood against.
tt4762684,Travis: The True Story of Travis Walton,2015,['Documentary'],,90,6.9,,,743,,,"Travis Walton, his friends, the sheriff, and the townsfolk of Snowflake, AZ recount the world famous 1975 UFO abduction incident and the impact it has had on their lives since then. Includes commentary from UFO experts and researc..."
tt2401099,Trashed,2012,['Documentary'],,98,7.6,English,,741,,,"Jeremy Irons sets out to discover the extent and effects of the global waste problem, as he travels around the world to beautiful destinations tainted by pollution. This is a meticulous, brave investigative journey that takes Iron..."
tt0039055,Two Smart People,1946,"['Crime', 'Drama', 'Romance']","['nm0388303', 'nm0634313', 'nm0351947', 'nm0176879', 'nm0180987']",93,6.4,English,United States,740,1.0,1.2,"A fugitive negotiates a 5-year sentence for the theft of half-million dollar worth of bonds but takes a short trip before surrendering, while suspecting that a con-woman, a cop and a former crime-partner are after his hidden bonds."
tt0024674,To the Last Man,1933,"['Drama', 'Western']","['nm0000068', 'nm0479011', 'nm0185568', 'nm0533692', 'nm0001935']",74,6.3,English,United States,738,,,"In Kentucky just after the Civil War, the Hayden-Colby feud leads to Jed Colby being sent to prison for 15 years for murder. The Haydens head for Nevada and when Colby gets out of prison he heads there also seeking revenge. The he..."
tt0959282,To the Limit,2007,"['Documentary', 'Sport']",,95,7.1,German,Germany Austria,736,,,Daredevil mountain climbers on their attempt to break yet another speed climbing record.
tt0143952,Trapped Alive,1988,"['Drama', 'Horror', 'Thriller']","['nm0499343', 'nm0593192', 'nm0936837', 'nm0621775', 'nm0473474']",92,4.6,English,United States,736,,,"Several escaped prisoners and two hostage women along with a sheriff's deputy find themselves trapped in a mine shaft, where a cannibalistic mutant is hunting them for food."
tt1149603,Trivial Matters,2007,['Comedy'],"['nm1125508', 'nm0150873', 'nm0150873', 'nm0150887', 'nm0155211']",91,6.7,English,United Kingdom,735,14.0,80.7,"7 Short Story Collection from Hong Kong popular director, Elmond Pang. All about social problem in Hong Kong, delivered in a satirical way."
tt0117970,Tropical Fish,1995,"['Comedy', 'Drama']","['nm2119124', 'nm3914943', 'nm0509642', 'nm0510862', 'nm0912523']",107,7.6,"Taiwanese , Mandarin Chinese",Taiwan,734,,,"Young boy, Ah-Jiang, a school failure and day dreamer witnesses the kidnapping of a child. After being taken hostage by a corrupt family, he begins an unusual adventure away from home."
tt0774756,Twice Upon a Time,2006,['Comedy'],"['nm0734000', 'nm0007183', 'nm0475336', 'nm0858022', 'nm0001097']",92,5.7,English,United States,734,,,"Thirty years ago they were lovers. Their affair fascinated a nation. Louis was a director and Alice was his muse. Then came the breakup It too, was public and painful. They have not met since. But Alice, who has established hersel..."
tt7888070,Treat Me Like Fire,2018,"['Crime', 'Drama']","['nm2588665', 'nm0901501', 'nm3588254', 'nm3853313', 'nm5632727']",105,5.6,French,France,732,,,"When Ella meets Abel, her life changes. In the wake of this elusive lover, the girl will discover the cosmopolitan Paris and underground gaming circles, where adrenaline and money reign. First a bet, their story is transformed int..."
tt3083006,Triple Crossed,2013,"['Mystery', 'Romance', 'Thriller']","['nm5823200', 'nm1851320', 'nm4059812', 'nm5490721', 'nm2238797']",99,4.9,English,United States,730,0.04,,"A man is out to kill a person he swore on his best friend's death bed to protect. CHRIS JENSEN is torn between his allegiance to his fallen friend, TYLER TOWNSEND, who died in Afghanistan and Tyler's half sister who hires Chris to..."
tt15831226,Tom and Jerry: Cowboy Up!,2021,"['Adventure', 'Animation', 'Comedy']","['nm3809304', 'nm3804007', 'nm16616028', 'nm0222175', 'nm0249283']",71,5.2,English,United States,726,,,The film finds the duo in the Wild West where they help save a ranch from the hands of a villain. The rivals team up to help a cowgirl and her brother save their homestead from a greedy land-grabber.
tt7549776,Tod@s caen,2019,['Comedy'],"['nm1410318', 'nm11321058', 'nm1649671', 'nm0116737', 'nm11321068']",120,5.1,Spanish,Mexico,725,,9.67,"Adán (Omar Chaparro) is a charming seducer who believes he knows how to make any woman swoon. He prepares to teach his friends the art of conquering women, using his array of bullet-proof rules of seduction. Mia (Martha Higareda) ..."
tt0088292,Toy Soldiers,1984,"['Action', 'Drama']","['nm0588553', 'nm0001476', 'nm0207023', 'nm0912237', 'nm0700072']",85,4.8,English Spanish,United States Mexico,725,,,"While on a vacation in Central America, some American teenagers are kidnapped by terrorists. A rescue mission is sent after them, but they manage to escape and join up with a mercenary fighting the terrorists."
tt0070833,Trick Baby,1972,"['Action', 'Crime', 'Drama']","['nm0552633', 'nm0003857', 'nm0370963', 'nm0843332', 'nm0271514']",93,6.7,English,United States,724,,,Two Phildelphia con men try to evade gangsters they have conned and cops who are trying to put them in jail.
tt8682096,Tri bogatyrya i Naslednitsa prestola,2018,"['Adventure', 'Animation', 'Family']","['nm1650390', 'nm1455618', 'nm0474565', 'nm0538710', 'nm2928181']",81,5.5,,,724,,,"A medical scare prompts the Prince of Kiev to appoint an heir to the throne, but who should it be? Perhaps a relative, a trusted friend or perhaps a member of foreign royalty? For once, the Prince acts quickly and appoints a succe..."
tt9179260,Tokyo Ghoul: 'S',2019,"['Action', 'Drama', 'Fantasy']","['nm2953505', 'nm4760665', 'nm6819012', 'nm3216869', 'nm0613442']",101,5.4,Japanese,Japan,724,,220.56,A sketchy ghoul named Gourmet invites a college student named Kaneki to dine with him at a special restaurant where the young man may find himself on the menu.
tt4729726,Tutte lo vogliono,2015,"['Comedy', 'Romance']","['nm0109253', 'nm1370153', 'nm3180823', 'nm1917108']",85,5.3,,,722,,,"Chiara is looking for a man able to remedy her frigidity but a misunderstanding leads her to Orazio, a dreamer who has not had a relationship in years."
tt23218142,Tokyo Revengers 2: Bloody Halloween - Destiny,2023,"['Action', 'Crime', 'Drama']","['nm6225569', 'nm15757591', 'nm3065061', 'nm3860014', 'nm6327727']",90,6.3,,Japan,721,,,Hinata is murdered again by the Tokyo Manji Gang and Takemichi Hanagaki decides to once more go back to the past to save his ex-girlfriend.
tt0049865,"Totò, Peppino e i fuorilegge",1956,['Comedy'],"['nm0869451', 'nm0208375', 'nm0409421', 'nm0139214', 'nm0144674']",103,7.3,Italian,Italy,720,,,"Antonio and Peppino live in a small town in central Italy: Peppino is the barber, Totò is maintained by the rich but avaricious wife Teresa."
tt0420183,To Catch a Virgin Ghost,2004,"['Comedy', 'Crime', 'Horror']","['nm0510514', 'nm1252068', 'nm1322404', 'nm2440234', 'nm3067749']",109,6.4,Korean,South Korea,717,,7.2,(Korean with English subtitles) Seok-tae runs away with a huge diamond that his dad's gang has just stolen in a heist. He runs and hides in what appears to be a sleepy little village called Sisily. When the gang follows him all th...
tt0248568,Treasure Island,1999,"['Adventure', 'Family']","['nm0095641', 'nm0071290', 'nm0831006', 'nm0730191', 'nm0954225']",94,5.2,English,United States,716,,,"An adaptation of the Robert Lewis Stevenson adventure classic, in which a young boy sets off on a voyage armed with a map to buried treasure."
